Gene	Set
DYNLT3	C4A-negative-PEC
STRBP	C4A-negative-PEC
AQP3	C4A-negative-PEC
FBXO33	C4A-negative-PEC
HPRT1	C4A-negative-PEC
RET	C4A-negative-PEC
KIAA1462	C4A-negative-PEC
TRUB1	C4A-negative-PEC
HSPA12A	C4A-negative-PEC
ANKRD2	C4A-negative-PEC
MOAP1	C4A-negative-PEC
NELL1	C4A-negative-PEC
C1QL3	C4A-negative-PEC
KCNC2	C4A-negative-PEC
AMOTL1	C4A-negative-PEC
GPR176	C4A-negative-PEC
SVOP	C4A-negative-PEC
BTRC	C4A-negative-PEC
NETO1	C4A-negative-PEC
TUB	C4A-negative-PEC
RIC3	C4A-negative-PEC
NDEL1	C4A-negative-PEC
WDR16	C4A-negative-PEC
DCTN5	C4A-negative-PEC
NAB2	C4A-negative-PEC
YWHAB	C4A-negative-PEC
SCG5	C4A-negative-PEC
CCNDBP1	C4A-negative-PEC
SGSM1	C4A-negative-PEC
RHEBL1	C4A-negative-PEC
ATCAY	C4A-negative-PEC
IGFBP6	C4A-negative-PEC
BSCL2	C4A-negative-PEC
TTC39C	C4A-negative-PEC
INSM2	C4A-negative-PEC
GFRA2	C4A-negative-PEC
PPIP5K1	C4A-negative-PEC
NSG1	C4A-negative-PEC
KLK7	C4A-negative-PEC
C8orf46	C4A-negative-PEC
KCNAB1	C4A-negative-PEC
MUC15	C4A-negative-PEC
HINT1	C4A-negative-PEC
LUZP1	C4A-negative-PEC
DRD5	C4A-negative-PEC
PCDH7	C4A-negative-PEC
REPS2	C4A-negative-PEC
UBE2E3	C4A-negative-PEC
SIK2	C4A-negative-PEC
RNF150	C4A-negative-PEC
ADRA1B	C4A-negative-PEC
DNAJC18	C4A-negative-PEC
ELOVL6	C4A-negative-PEC
DLGAP1	C4A-negative-PEC
SDR16C5	C4A-negative-PEC
PRKCE	C4A-negative-PEC
SOCS5	C4A-negative-PEC
MORN4	C4A-negative-PEC
TMEM126A	C4A-negative-PEC
KCNK3	C4A-negative-PEC
PGAM1	C4A-negative-PEC
KCND3	C4A-negative-PEC
RXFP1	C4A-negative-PEC
ENC1	C4A-negative-PEC
CAMTA1	C4A-negative-PEC
ZNF540	C4A-negative-PEC
CYCS	C4A-negative-PEC
CERS6	C4A-negative-PEC
RCAN2	C4A-negative-PEC
ARNT2	C4A-negative-PEC
FIBP	C4A-negative-PEC
FADS6	C4A-negative-PEC
RAB37	C4A-negative-PEC
LCLAT1	C4A-negative-PEC
MIR4435-1HG	C4A-negative-PEC
ARPP21	C4A-negative-PEC
LRRN3	C4A-negative-PEC
RAPH1	C4A-negative-PEC
SYT12	C4A-negative-PEC
ZBTB21	C4A-negative-PEC
MINOS1	C4A-negative-PEC
SCAI	C4A-negative-PEC
C11orf80	C4A-negative-PEC
ENDOV	C4A-negative-PEC
DPY19L1	C4A-negative-PEC
USMG5	C4A-negative-PEC
FBXO45	C4A-negative-PEC
C20orf166-AS1	C4A-negative-PEC
LIG4	C4A-negative-PEC
ABRA	C4A-negative-PEC
VWC2L	C4A-negative-PEC
MFSD4	C4A-negative-PEC
GOLT1A	C4A-negative-PEC
NPAS4	C4A-negative-PEC
GLMN	C4A-negative-PEC
RTP1	C4A-negative-PEC
FAM131A	C4A-negative-PEC
DCTN2	C4A-negative-PEC
NRIP3	C4A-negative-PEC
ZNF25	C4A-negative-PEC
PCSK1	C4A-negative-PEC
MCTP1	C4A-negative-PEC
DPP10	C4A-negative-PEC
ZNF169	C4A-negative-PEC
ARL4D	C4A-negative-PEC
PLEKHD1	C4A-negative-PEC
TCP11L1	C4A-negative-PEC
RIMS2	C4A-negative-PEC
KCMF1	C4A-negative-PEC
DIRAS1	C4A-negative-PEC
BDNF	C4A-negative-PEC
TCERG1L	C4A-negative-PEC
WSB2	C4A-negative-PEC
SCN4B	C4A-negative-PEC
RIMKLA	C4A-negative-PEC
RPS6KA3	C4A-negative-PEC
KCNA2	C4A-negative-PEC
NAP1L5	C4A-negative-PEC
SAMD12	C4A-negative-PEC
PGBD5	C4A-negative-PEC
C12orf68	C4A-negative-PEC
AP3S1	C4A-negative-PEC
UBE2N	C4A-negative-PEC
ASB8	C4A-negative-PEC
TMEM151B	C4A-negative-PEC
FAM220A	C4A-negative-PEC
COX5A	C4A-negative-PEC
STX19	C4A-negative-PEC
CPNE7	C4A-negative-PEC
MSC	C4A-negative-PEC
C17orf96	C4A-negative-PEC
EGR3	C4A-negative-PEC
GRM8	C4A-negative-PEC
AKAP5	C4A-negative-PEC
C3orf80	C4A-negative-PEC
TSPYL5	C4A-negative-PEC
SSTR2	C4A-negative-PEC
GREM2	C4A-negative-PEC
C11orf42	C4A-negative-PEC
CHRM2	C4A-negative-PEC
TMIE	C4A-negative-PEC
GPR3	C4A-negative-PEC
RNF41	C4A-negative-PEC
TDRKH	C4A-negative-PEC
GABRG3	C4A-negative-PEC
ZNF804B	C4A-negative-PEC
CACNB4	C4A-negative-PEC
TSHZ2	C4A-negative-PEC
SATB1	C4A-negative-PEC
TTC3	C4A-negative-PEC
KCNB2	C4A-negative-PEC
RGS6	C4A-negative-PEC
RGS7	C4A-negative-PEC
CAMK1D	C4A-negative-PEC
RABIF	C4A-negative-PEC
GDPGP1	C4A-negative-PEC
TANGO2	C4A-negative-PEC
NDUFB1	C4A-negative-PEC
OPCML	C4A-negative-PEC
SLC35F3	C4A-negative-PEC
FAM162B	C4A-negative-PEC
UBE2F	C4A-negative-PEC
PGP	C4A-negative-PEC
ZDHHC23	C4A-negative-PEC
MAP7D2	C4A-negative-PEC
RALYL	C4A-negative-PEC
RNLS	C4A-negative-PEC
DRD1	C4A-negative-PEC
ARMCX2	C4A-negative-PEC
BTBD6	C4A-negative-PEC
BRI3BP	C4A-negative-PEC
CA13	C4A-negative-PEC
MANEAL	C4A-negative-PEC
SV2B	C4A-negative-PEC
LMLN	C4A-negative-PEC
C11orf87	C4A-negative-PEC
KCNQ5	C4A-negative-PEC
CALHM1	C4A-negative-PEC
DLEU7	C4A-negative-PEC
KRT5	C4A-negative-PEC
AGBL4	C4A-negative-PEC
ANKRD46	C4A-negative-PEC
CYP4X1	C4A-negative-PEC
NKRF	C4A-negative-PEC
NAP1L2	C4A-negative-PEC
RGS7BP	C4A-negative-PEC
MIR22HG	C4A-negative-PEC
TRABD2A	C4A-negative-PEC
TNFRSF18	C4A-negative-PEC
CYP4A11	C4A-negative-PEC
CCK	C4A-negative-PEC
TSPYL4	C4A-negative-PEC
DCC	C4A-negative-PEC
CHP1	C4A-negative-PEC
SPRY4	C4A-negative-PEC
NCR3LG1	C4A-negative-PEC
FAM92A1	C4A-negative-PEC
FOCAD	C4A-negative-PEC
VWC2	C4A-negative-PEC
FAM78B	C4A-negative-PEC
TRMT2B	C4A-negative-PEC
NDUFA4	C4A-negative-PEC
IL1RAPL2	C4A-negative-PEC
OR14I1	C4A-negative-PEC
RRP7A	C4A-negative-PEC
SH2D5	C4A-negative-PEC
PTPRT	C4A-negative-PEC
C16orf93	C4A-negative-PEC
C8orf86	C4A-negative-PEC
FAM217B	C4A-negative-PEC
IARS	C4A-negative-PEC
YRDC	C4A-negative-PEC
ESRRG	C4A-negative-PEC
ANAPC7	C4A-negative-PEC
SPTSSB	C4A-negative-PEC
HRH1	C4A-negative-PEC
SCN8A	C4A-negative-PEC
LAMB3	C4A-negative-PEC
SLC39A10	C4A-negative-PEC
LINC00087	C4A-negative-PEC
FAM163B	C4A-negative-PEC
MAFG	C4A-negative-PEC
NPSR1-AS1	C4A-negative-PEC
PGAP1	C4A-negative-PEC
LRRC8B	C4A-negative-PEC
PSMD12	C4A-negative-PEC
ENTPD4	C4A-negative-PEC
FITM2	C4A-negative-PEC
ADARB1	C4A-negative-PEC
OGDHL	C4A-negative-PEC
MYO5A	C4A-negative-PEC
ATG7	C4A-negative-PEC
KLHL14	C4A-negative-PEC
TAF13	C4A-negative-PEC
SGTB	C4A-negative-PEC
FAM49A	C4A-negative-PEC
NKIRAS1	C4A-negative-PEC
DNM3	C4A-negative-PEC
CHSY3	C4A-negative-PEC
ZNF544	C4A-negative-PEC
RPS6KL1	C4A-negative-PEC
PEG3	C4A-negative-PEC
SDAD1	C4A-negative-PEC
SH3BGRL2	C4A-negative-PEC
ATL1	C4A-negative-PEC
RYR2	C4A-negative-PEC
STK39	C4A-negative-PEC
FAM19A2	C4A-negative-PEC
FAM179B	C4A-negative-PEC
PPP1R14C	C4A-negative-PEC
SMURF1	C4A-negative-PEC
CNOT7	C4A-negative-PEC
SCAMP5	C4A-negative-PEC
BHLHB9	C4A-negative-PEC
GPRASP1	C4A-negative-PEC
PJA2	C4A-negative-PEC
RN7SKP230	C4A-negative-PEC
SAMD5	C4A-negative-PEC
ASAH2B	C4A-negative-PEC
RXRB	C4A-negative-PEC
COL5A2	C4A-negative-PEC
FAM155A	C4A-negative-PEC
GNL1	C4A-negative-PEC
RP11-638F5.1	C4A-negative-PEC
C12orf73	C4A-negative-PEC
AC006486.1	C4A-negative-PEC
RP11-830F9.6	C4A-negative-PEC
SLC35B4	C4A-negative-PEC
MUC12	C4A-negative-PEC
RP11-497E19.1	C4A-negative-PEC
LINC00898	C4A-negative-PEC
DOK6	C4A-negative-PEC
GPX3	C4A-negative-PEC
SACM1L	C4A-negative-PEC
MLLT11	C4A-negative-PEC
CTD-2666L21.3	C4A-negative-PEC
KRT222	C4A-negative-PEC
LBH	C4A-negative-PEC
PIGCP1	C4A-negative-PEC
FBXO16	C4A-negative-PEC
LYRM4	C4A-negative-PEC
VSTM5	C4A-negative-PEC
PPME1	C4A-negative-PEC
CPEB1	C4A-negative-PEC
EML6	C4A-negative-PEC
RPL23AP3	C4A-negative-PEC
ARHGEF28	C4A-negative-PEC
LINC00680	C4A-negative-PEC
LY86-AS1	C4A-negative-PEC
HTR5A-AS1	C4A-negative-PEC
PPP3R1	C4A-negative-PEC
PLXNA4	C4A-negative-PEC
LINC00152	C4A-negative-PEC
MEG9	C4A-negative-PEC
LINC00473	C4A-negative-PEC
TINCR	C4A-negative-PEC
RP11-93B14.4	C4A-negative-PEC
LL22NC03-13G6.2	C4A-negative-PEC
SMIM13	C4A-negative-PEC
AC025165.8	C4A-negative-PEC
KCNC4-AS1	C4A-negative-PEC
AL049840.1	C4A-negative-PEC
MIR137HG	C4A-negative-PEC
RP11-107I14.2	C4A-negative-PEC
BOLA3-AS1	C4A-negative-PEC
RFPL1S	C4A-negative-PEC
RP11-527D7.1	C4A-negative-PEC
AC023590.1	C4A-negative-PEC
HAR1A	C4A-negative-PEC
BAIAP2-AS1	C4A-negative-PEC
AC105393.2	C4A-negative-PEC
MIR29B1	C4A-negative-PEC
FAM66C	C4A-negative-PEC
AC079341.1	C4A-negative-PEC
RP1-212P9.2	C4A-negative-PEC
RP11-395B7.4	C4A-negative-PEC
AC105760.2	C4A-negative-PEC
PARG	C4A-negative-PEC
RP11-112J3.16	C4A-negative-PEC
SLC9A7P1	C4A-negative-PEC
RP11-399H11.3	C4A-negative-PEC
RNF144A-AS1	C4A-negative-PEC
RP1-309H15.2	C4A-negative-PEC
RP11-697E2.7	C4A-negative-PEC
AC011288.2	C4A-negative-PEC
RP1-151F17.1	C4A-negative-PEC
CISD3	C4A-negative-PEC
CTB-54D4.1	C4A-negative-PEC
RP4-569M23.2	C4A-negative-PEC
AC005592.2	C4A-negative-PEC
AC007246.3	C4A-negative-PEC
AC123886.2	C4A-negative-PEC
GAPDHP37	C4A-negative-PEC
AF131215.1	C4A-negative-PEC
SCAND3	C4A-negative-PEC
LINC00865	C4A-negative-PEC
AC093673.5	C4A-negative-PEC
LINC00642	C4A-negative-PEC
AMMECR1LP1	C4A-negative-PEC
RP11-277L2.3	C4A-negative-PEC
STXBP5-AS1	C4A-negative-PEC
SLC26A4-AS1	C4A-negative-PEC
RP11-359D14.2	C4A-negative-PEC
RPL17P35	C4A-negative-PEC
RP11-399H11.2	C4A-negative-PEC
AC012146.7	C4A-negative-PEC
RP11-1275H24.1	C4A-negative-PEC
SYNE1-AS1	C4A-negative-PEC
EIF3EP1	C4A-negative-PEC
AC010731.4	C4A-negative-PEC
SAPCD1-AS1	C4A-negative-PEC
ANKRD34C	C4A-negative-PEC
ZNF815P	C4A-negative-PEC
RP6-191P20.4	C4A-negative-PEC
RP11-125B21.2	C4A-negative-PEC
RP11-85O21.2	C4A-negative-PEC
RP4-749H3.1	C4A-negative-PEC
NR2F1-AS1	C4A-negative-PEC
CDKN2AIPNL	C4A-negative-PEC
FRY-AS1	C4A-negative-PEC
IFNWP2	C4A-negative-PEC
AC010980.2	C4A-negative-PEC
MRPS17	C4A-negative-PEC
LINC00888	C4A-negative-PEC
CYMP	C4A-negative-PEC
RP11-379F4.4	C4A-negative-PEC
PNMA2	C4A-negative-PEC
PTPRG-AS1	C4A-negative-PEC
USP27X	C4A-negative-PEC
ARHGDIG	C4A-negative-PEC
PVRL3-AS1	C4A-negative-PEC
LINC00996	C4A-negative-PEC
ZNF702P	C4A-negative-PEC
PCDHAC2	C4A-negative-PEC
WDR65	C4A-negative-PEC
ETV5	C4A-negative-PEC
RP5-940J5.8	C4A-negative-PEC
SBF2-AS1	C4A-negative-PEC
RP11-13A1.1	C4A-negative-PEC
FMN1	C4A-negative-PEC
RP11-673E1.3	C4A-negative-PEC
RP11-586D19.1	C4A-negative-PEC
RP11-79E3.3	C4A-negative-PEC
RP11-54F2.1	C4A-negative-PEC
CTB-51A17.1	C4A-negative-PEC
RP11-521B24.3	C4A-negative-PEC
HAUS1P3	C4A-negative-PEC
SMIM18	C4A-negative-PEC
RP11-586K2.1	C4A-negative-PEC
RNF5P1	C4A-negative-PEC
RP11-527N22.2	C4A-negative-PEC
RP11-177H13.2	C4A-negative-PEC
RP11-386G21.1	C4A-negative-PEC
RP11-369E15.3	C4A-negative-PEC
CTB-78F1.1	C4A-negative-PEC
RP11-395G23.3	C4A-negative-PEC
AP000708.1	C4A-negative-PEC
BRWD1-IT2	C4A-negative-PEC
RP13-895J2.7	C4A-negative-PEC
RP11-728G15.1	C4A-negative-PEC
LINC00507	C4A-negative-PEC
RP11-881M11.4	C4A-negative-PEC
ABCC6P1	C4A-negative-PEC
OSBPL9P4	C4A-negative-PEC
RP11-486F17.1	C4A-negative-PEC
RP11-867G2.2	C4A-negative-PEC
GATC	C4A-negative-PEC
BCDIN3D-AS1	C4A-negative-PEC
RP11-541G9.1	C4A-negative-PEC
TMEM179	C4A-negative-PEC
RP11-293M10.6	C4A-negative-PEC
RP11-461F11.1	C4A-negative-PEC
LINC00567	C4A-negative-PEC
RP11-549B18.1	C4A-negative-PEC
RP11-469M7.1	C4A-negative-PEC
RP11-143K11.1	C4A-negative-PEC
AC012065.7	C4A-negative-PEC
CTD-2196E14.9	C4A-negative-PEC
RP11-1299A16.3	C4A-negative-PEC
RP11-303E16.8	C4A-negative-PEC
GS1-358P8.4	C4A-negative-PEC
RP11-434B12.1	C4A-negative-PEC
RP11-531A24.3	C4A-negative-PEC
XKR7	C4A-negative-PEC
RP11-423G4.7	C4A-negative-PEC
AC140542.2	C4A-negative-PEC
AC144833.1	C4A-negative-PEC
RP11-15N24.4	C4A-negative-PEC
LINC00662	C4A-negative-PEC
DLGAP1-AS3	C4A-negative-PEC
CIAPIN1P	C4A-negative-PEC
LINC00672	C4A-negative-PEC
RP11-927P21.1	C4A-negative-PEC
CTD-2145A24.3	C4A-negative-PEC
MAFG-AS1	C4A-negative-PEC
RP11-384O8.1	C4A-negative-PEC
RP5-1052I5.1	C4A-negative-PEC
AC005789.11	C4A-negative-PEC
RP11-95O2.1	C4A-negative-PEC
RP11-727F15.11	C4A-negative-PEC
AC117395.1	C4A-negative-PEC
RP11-727F15.12	C4A-negative-PEC
FLJ00273	C4A-negative-PEC
RP11-571M6.17	C4A-negative-PEC
RP11-271F18.4	C4A-negative-PEC
RP11-742D12.2	C4A-negative-PEC
CTD-2124B8.2	C4A-negative-PEC
RP11-461L13.2	C4A-negative-PEC
RP11-255E6.5	C4A-negative-PEC
RP4-769N13.6	C4A-negative-PEC
LINC00936	C4A-negative-PEC
RP11-215G15.5	C4A-negative-PEC
RP11-379F4.7	C4A-negative-PEC
RP11-309G3.3	C4A-negative-PEC
RP1-151F17.2	C4A-negative-PEC
RP11-532M24.1	C4A-negative-PEC
CTD-2044J15.2	C4A-negative-PEC
MDGA2	C4A-negative-PEC
RP11-334G22.1	C4A-negative-PEC
RP11-20I20.4	C4A-negative-PEC
RP11-1263C18.1	C4A-negative-PEC
RP11-339B21.14	C4A-negative-PEC
RP4-569M23.4	C4A-negative-PEC
RP11-206L10.11	C4A-negative-GTEx
AGRN	C4A-negative-GTEx
SLC35E2B	C4A-negative-GTEx
RP1-283E3.4	C4A-negative-GTEx
SLC35E2	C4A-negative-GTEx
GNB1	C4A-negative-GTEx
C1orf222	C4A-negative-GTEx
PRKCZ	C4A-negative-GTEx
RP3-395M20.2	C4A-negative-GTEx
RP3-395M20.3	C4A-negative-GTEx
TPRG1L	C4A-negative-GTEx
AJAP1	C4A-negative-GTEx
RNF207	C4A-negative-GTEx
CAMTA1	C4A-negative-GTEx
UBE4B	C4A-negative-GTEx
KIF1B	C4A-negative-GTEx
APITD1	C4A-negative-GTEx
MASP2	C4A-negative-GTEx
MTOR	C4A-negative-GTEx
MTHFR	C4A-negative-GTEx
CLCN6	C4A-negative-GTEx
MFN2	C4A-negative-GTEx
LRRC38	C4A-negative-GTEx
PRDM2	C4A-negative-GTEx
KAZN	C4A-negative-GTEx
FHAD1	C4A-negative-GTEx
DNAJC16	C4A-negative-GTEx
AGMAT	C4A-negative-GTEx
DDI2	C4A-negative-GTEx
ATP13A2	C4A-negative-GTEx
EMC1	C4A-negative-GTEx
UBXN10	C4A-negative-GTEx
KIF17	C4A-negative-GTEx
EIF4G3	C4A-negative-GTEx
USP48	C4A-negative-GTEx
CDC42	C4A-negative-GTEx
EPHB2	C4A-negative-GTEx
LUZP1	C4A-negative-GTEx
STPG1	C4A-negative-GTEx
NIPAL3	C4A-negative-GTEx
STMN1	C4A-negative-GTEx
EXTL1	C4A-negative-GTEx
PDIK1L	C4A-negative-GTEx
PUM1	C4A-negative-GTEx
NKAIN1	C4A-negative-GTEx
FABP3	C4A-negative-GTEx
KPNA6	C4A-negative-GTEx
ZBTB8A	C4A-negative-GTEx
FNDC5	C4A-negative-GTEx
ADC	C4A-negative-GTEx
ZMYM4	C4A-negative-GTEx
KIAA0319L	C4A-negative-GTEx
C1orf216	C4A-negative-GTEx
AGO1	C4A-negative-GTEx
SH3D21	C4A-negative-GTEx
MEAF6	C4A-negative-GTEx
EPHA10	C4A-negative-GTEx
MANEAL	C4A-negative-GTEx
BMP8A	C4A-negative-GTEx
SMAP2	C4A-negative-GTEx
ZFP69B	C4A-negative-GTEx
RP1-228H13.5	C4A-negative-GTEx
EXO5	C4A-negative-GTEx
RIMS3	C4A-negative-GTEx
KCNQ4	C4A-negative-GTEx
CTPS1	C4A-negative-GTEx
FOXJ3	C4A-negative-GTEx
RIMKLA	C4A-negative-GTEx
CCDC30	C4A-negative-GTEx
ST3GAL3	C4A-negative-GTEx
RNF220	C4A-negative-GTEx
MMACHC	C4A-negative-GTEx
LURAP1	C4A-negative-GTEx
NSUN4	C4A-negative-GTEx
CYP4A11	C4A-negative-GTEx
CYP4X1	C4A-negative-GTEx
CYP4Z1	C4A-negative-GTEx
CMPK1	C4A-negative-GTEx
AGBL4	C4A-negative-GTEx
ELAVL4	C4A-negative-GTEx
RNF11	C4A-negative-GTEx
TTC39A	C4A-negative-GTEx
EPS15	C4A-negative-GTEx
NRD1	C4A-negative-GTEx
RAB3B	C4A-negative-GTEx
BTF3L4	C4A-negative-GTEx
ZFYVE9	C4A-negative-GTEx
SELRC1	C4A-negative-GTEx
ZYG11B	C4A-negative-GTEx
RP5-1024G6.8	C4A-negative-GTEx
LRP8	C4A-negative-GTEx
NDC1	C4A-negative-GTEx
CYB5RL	C4A-negative-GTEx
DHCR24	C4A-negative-GTEx
PRKAA2	C4A-negative-GTEx
MYSM1	C4A-negative-GTEx
DNAJC6	C4A-negative-GTEx
SGIP1	C4A-negative-GTEx
TCTEX1D1	C4A-negative-GTEx
LRRC7	C4A-negative-GTEx
LRRC40	C4A-negative-GTEx
SRSF11	C4A-negative-GTEx
ANKRD13C	C4A-negative-GTEx
ZRANB2	C4A-negative-GTEx
NEGR1	C4A-negative-GTEx
TNNI3K	C4A-negative-GTEx
C1orf173	C4A-negative-GTEx
SLC44A5	C4A-negative-GTEx
RP4-682C21.2	C4A-negative-GTEx
ST6GALNAC5	C4A-negative-GTEx
PIGK	C4A-negative-GTEx
AK5	C4A-negative-GTEx
USP33	C4A-negative-GTEx
FAM73A	C4A-negative-GTEx
LPHN2	C4A-negative-GTEx
TTLL7	C4A-negative-GTEx
PRKACB	C4A-negative-GTEx
SAMD13	C4A-negative-GTEx
SSX2IP	C4A-negative-GTEx
COL24A1	C4A-negative-GTEx
ODF2L	C4A-negative-GTEx
RP4-612B15.3	C4A-negative-GTEx
RP5-1052I5.1	C4A-negative-GTEx
LMO4	C4A-negative-GTEx
LRRC8B	C4A-negative-GTEx
LRRC8C	C4A-negative-GTEx
KIAA1107	C4A-negative-GTEx
GLMN	C4A-negative-GTEx
RPAP2	C4A-negative-GTEx
EVI5	C4A-negative-GTEx
FAM69A	C4A-negative-GTEx
DR1	C4A-negative-GTEx
RP4-561L24.3	C4A-negative-GTEx
LPPR5	C4A-negative-GTEx
RP5-896L10.1	C4A-negative-GTEx
LPPR4	C4A-negative-GTEx
RP4-714D9.5	C4A-negative-GTEx
RTCA	C4A-negative-GTEx
EXTL2	C4A-negative-GTEx
OLFM3	C4A-negative-GTEx
COL11A1	C4A-negative-GTEx
PRMT6	C4A-negative-GTEx
NTNG1	C4A-negative-GTEx
FAM102B	C4A-negative-GTEx
HENMT1	C4A-negative-GTEx
WDR47	C4A-negative-GTEx
TAF13	C4A-negative-GTEx
KIAA1324	C4A-negative-GTEx
CELSR2	C4A-negative-GTEx
CYB561D1	C4A-negative-GTEx
AMIGO1	C4A-negative-GTEx
GPR61	C4A-negative-GTEx
STRIP1	C4A-negative-GTEx
SLC6A17	C4A-negative-GTEx
KCNC4	C4A-negative-GTEx
KCNA2	C4A-negative-GTEx
RP11-284N8.3	C4A-negative-GTEx
KCNA3	C4A-negative-GTEx
RP11-552M11.8	C4A-negative-GTEx
UBE2FP3	C4A-negative-GTEx
FAM212B	C4A-negative-GTEx
DDX20	C4A-negative-GTEx
WNT2B	C4A-negative-GTEx
RP3-522D1.1	C4A-negative-GTEx
MAGI3	C4A-negative-GTEx
PHTF1	C4A-negative-GTEx
BCL2L15	C4A-negative-GTEx
TRIM33	C4A-negative-GTEx
BCAS2	C4A-negative-GTEx
CSDE1	C4A-negative-GTEx
NGF	C4A-negative-GTEx
CASQ2	C4A-negative-GTEx
SLC22A15	C4A-negative-GTEx
ATP1A1	C4A-negative-GTEx
IGSF3	C4A-negative-GTEx
PTGFRN	C4A-negative-GTEx
MAN1A2	C4A-negative-GTEx
ZNF697	C4A-negative-GTEx
SRGAP2C	C4A-negative-GTEx
AL592494.5	C4A-negative-GTEx
SRGAP2B	C4A-negative-GTEx
GNRHR2	C4A-negative-GTEx
PEX11B	C4A-negative-GTEx
POLR3C	C4A-negative-GTEx
RNF115	C4A-negative-GTEx
RP11-403I13.8	C4A-negative-GTEx
SV2A	C4A-negative-GTEx
ECM1	C4A-negative-GTEx
ENSA	C4A-negative-GTEx
MLLT11	C4A-negative-GTEx
RFX5	C4A-negative-GTEx
SNX27	C4A-negative-GTEx
TDRKH	C4A-negative-GTEx
AL450992.2	C4A-negative-GTEx
THEM4	C4A-negative-GTEx
DENND4B	C4A-negative-GTEx
CHRNB2	C4A-negative-GTEx
ADAR	C4A-negative-GTEx
TRIM46	C4A-negative-GTEx
HCN3	C4A-negative-GTEx
PKLR	C4A-negative-GTEx
RUSC1	C4A-negative-GTEx
ASH1L	C4A-negative-GTEx
MSTO1	C4A-negative-GTEx
SYT11	C4A-negative-GTEx
ARHGEF2	C4A-negative-GTEx
SLC25A44	C4A-negative-GTEx
MEF2D	C4A-negative-GTEx
GPATCH4	C4A-negative-GTEx
ARHGEF11	C4A-negative-GTEx
EI24P2	C4A-negative-GTEx
KCNJ9	C4A-negative-GTEx
DCAF8	C4A-negative-GTEx
COPA	C4A-negative-GTEx
TSTD1	C4A-negative-GTEx
TOMM40L	C4A-negative-GTEx
RP11-122G18.5	C4A-negative-GTEx
UHMK1	C4A-negative-GTEx
RGS4	C4A-negative-GTEx
RGS5	C4A-negative-GTEx
PBX1	C4A-negative-GTEx
UCK2	C4A-negative-GTEx
FAM78B	C4A-negative-GTEx
TADA1	C4A-negative-GTEx
ILDR2	C4A-negative-GTEx
DUSP27	C4A-negative-GTEx
RCSD1	C4A-negative-GTEx
MPC2	C4A-negative-GTEx
DCAF6	C4A-negative-GTEx
TIPRL	C4A-negative-GTEx
ATP1B1	C4A-negative-GTEx
BLZF1	C4A-negative-GTEx
AL021068.1	C4A-negative-GTEx
KIFAP3	C4A-negative-GTEx
PRRC2C	C4A-negative-GTEx
VAMP4	C4A-negative-GTEx
METTL13	C4A-negative-GTEx
DNM3	C4A-negative-GTEx
RABGAP1L	C4A-negative-GTEx
GPR52	C4A-negative-GTEx
RP11-568K15.1	C4A-negative-GTEx
RASAL2-AS1	C4A-negative-GTEx
RASAL2	C4A-negative-GTEx
C1orf220	C4A-negative-GTEx
FAM20B	C4A-negative-GTEx
LHX4	C4A-negative-GTEx
XPR1	C4A-negative-GTEx
STX6	C4A-negative-GTEx
CACNA1E	C4A-negative-GTEx
NMNAT2	C4A-negative-GTEx
C1orf21	C4A-negative-GTEx
RNF2	C4A-negative-GTEx
UCHL5	C4A-negative-GTEx
B3GALT2	C4A-negative-GTEx
KCNT2	C4A-negative-GTEx
ZBTB41	C4A-negative-GTEx
ZNF281	C4A-negative-GTEx
CAMSAP2	C4A-negative-GTEx
KIF21B	C4A-negative-GTEx
RP11-168O16.1	C4A-negative-GTEx
IPO9	C4A-negative-GTEx
TIMM17A	C4A-negative-GTEx
PPP1R12B	C4A-negative-GTEx
RABIF	C4A-negative-GTEx
KLHL12	C4A-negative-GTEx
TMEM183A	C4A-negative-GTEx
PPFIA4	C4A-negative-GTEx
RBBP5	C4A-negative-GTEx
DSTYK	C4A-negative-GTEx
MFSD4	C4A-negative-GTEx
SRGAP2	C4A-negative-GTEx
RASSF5	C4A-negative-GTEx
C1orf74	C4A-negative-GTEx
DIEXF	C4A-negative-GTEx
SYT14	C4A-negative-GTEx
SERTAD4	C4A-negative-GTEx
KCNH1	C4A-negative-GTEx
RCOR3	C4A-negative-GTEx
TRAF5	C4A-negative-GTEx
LPGAT1	C4A-negative-GTEx
RPS6KC1	C4A-negative-GTEx
SMYD2	C4A-negative-GTEx
KCNK2	C4A-negative-GTEx
ESRRG	C4A-negative-GTEx
RAB3GAP2	C4A-negative-GTEx
MORF4L1P1	C4A-negative-GTEx
MARK1	C4A-negative-GTEx
C1orf115	C4A-negative-GTEx
MIA3	C4A-negative-GTEx
SUSD4	C4A-negative-GTEx
FBXO28	C4A-negative-GTEx
NVL	C4A-negative-GTEx
WDR26	C4A-negative-GTEx
CNIH3	C4A-negative-GTEx
C1orf95	C4A-negative-GTEx
CDC42BPA	C4A-negative-GTEx
CCSAP	C4A-negative-GTEx
TAF5L	C4A-negative-GTEx
PGBD5	C4A-negative-GTEx
TRIM67	C4A-negative-GTEx
EXOC8	C4A-negative-GTEx
TSNAX	C4A-negative-GTEx
PCNXL2	C4A-negative-GTEx
MLK4	C4A-negative-GTEx
KCNK1	C4A-negative-GTEx
TARBP1	C4A-negative-GTEx
TOMM20	C4A-negative-GTEx
